,condition,prob
3160,noURL,0.99
3161,noURL,0.99
3162,noURL,0.95
3163,noURL,0.85
3164,noURL,1.0
3165,noURL,1.0
3166,noURL,0.85
3167,noURL,1.0
3168,noURL,0.99
3169,noURL,1.0
3170,noURL,1.0
3171,noURL,0.85
3172,noURL,0.95
3173,noURL,1.0
3174,noURL,0.95
3175,noURL,0.95
3176,noURL,0.95
3177,noURL,0.95
3178,noURL,1.0
3179,noURL,0.99
3180,noURL,0.99
3181,noURL,0.95
3182,noURL,0.85
3183,noURL,0.95
3184,noURL,0.1
3185,noURL,0.85
3186,noURL,0.95
3187,noURL,0.95
3188,noURL,0.85
3189,noURL,0.85
3190,noURL,1.0
3191,noURL,1.0
3192,noURL,1.0
3193,noURL,0.95
3194,noURL,0.95
3195,noURL,0.85
3196,noURL,0.95
3197,noURL,0.95
3198,noURL,0.05
3199,noURL,0.95
3200,noURL,0.95
3201,noURL,0.95
3202,noURL,1.0
3203,noURL,1.0
3204,noURL,1.0
3205,noURL,1.0
3206,noURL,0.95
3207,noURL,1.0
3208,noURL,0.95
3209,noURL,0.9
3210,noURL,0.95
3211,noURL,0.85
3212,noURL,0.95
3213,noURL,1.0
3214,noURL,1.0
3215,noURL,0.95
3216,noURL,0.95
3217,noURL,0.85
3218,noURL,0.95
3219,noURL,0.95
3220,noURL,1.0
3221,noURL,0.95
3222,noURL,0.95
3223,noURL,0.95
3224,noURL,1.0
3225,noURL,0.1
3226,noURL,0.99
3227,noURL,1.0
3228,noURL,0.99
3229,noURL,0.99
3230,noURL,1.0
3231,noURL,1.0
3232,noURL,0.95
3233,noURL,0.99
3234,noURL,0.95
3235,noURL,1.0
3236,noURL,1.0
3237,noURL,0.99
3238,noURL,1.0
3239,noURL,1.0
3240,noURL,0.95
3241,noURL,0.95
3242,noURL,0.95
3243,noURL,0.95
3244,noURL,0.95
3245,noURL,0.95
3246,noURL,0.95
3247,noURL,0.85
3248,noURL,0.95
3249,noURL,0.95
3250,noURL,0.9
3251,noURL,0.85
3252,noURL,0.95
3253,noURL,0.95
3254,noURL,0.95
3255,noURL,0.95
3256,noURL,0.95
3257,noURL,0.95
3258,noURL,0.95
3259,noURL,0.95
3260,noURL,1.0
3261,noURL,1.0
3262,noURL,1.0
3263,noURL,0.95
3264,noURL,1.0
3265,noURL,0.99
3266,noURL,0.85
3267,noURL,1.0
3268,noURL,0.85
3269,noURL,0.95
3270,noURL,0.1
3271,noURL,0.95
3272,noURL,0.85
3273,noURL,0.95
3274,noURL,0.95
3275,noURL,0.95
3276,noURL,1.0
3277,noURL,0.95
3278,noURL,1.0
3279,noURL,0.95
3280,noURL,0.95
3281,noURL,1.0
3282,noURL,0.95
3283,noURL,0.95
3284,noURL,0.95
3285,noURL,1.0
3286,noURL,0.95
3287,noURL,0.85
3288,noURL,0.95
3289,noURL,0.1
3290,noURL,0.95
3291,noURL,1.0
3292,noURL,0.95
3293,noURL,0.95
3294,noURL,0.95
3295,noURL,0.95
3296,noURL,0.85
3297,noURL,1.0
3298,noURL,0.95
3299,noURL,0.95
3300,noURL,0.1
3301,noURL,0.95
3302,noURL,0.95
3303,noURL,0.95
3304,noURL,0.95
3305,noURL,1.0
3306,noURL,0.99
3307,noURL,0.95
3308,noURL,0.95
3309,noURL,1.0
3310,noURL,1.0
3311,noURL,1.0
3312,noURL,0.95
3313,noURL,1.0
3314,noURL,1.0
3315,noURL,1.0
3316,noURL,0.95
3317,noURL,0.85
3318,noURL,1.0
3319,noURL,1.0
3320,noURL,0.95
3321,noURL,0.95
3322,noURL,0.95
3323,noURL,0.95
3324,noURL,0.85
3325,noURL,0.85
3326,noURL,0.85
3327,noURL,1.0
3328,noURL,1.0
3329,noURL,1.0
3330,noURL,0.99
3331,noURL,1.0
3332,noURL,1.0
3333,noURL,0.95
3334,noURL,0.9
3335,noURL,0.95
3336,noURL,0.85
3337,noURL,0.95
3338,noURL,1.0
3339,noURL,0.95
3340,noURL,1.0
3341,noURL,0.95
3342,noURL,0.9
3343,noURL,0.95
3344,noURL,0.85
3345,noURL,0.95
3346,noURL,0.95
3347,noURL,0.95
3348,noURL,0.9
3349,noURL,0.95
3350,noURL,0.05
3351,noURL,0.05
3352,noURL,0.05
3353,noURL,0.05
3354,noURL,0.05
3355,noURL,0.05
3356,noURL,0.05
3357,noURL,0.05
3358,noURL,0.05
3359,noURL,0.0
3360,noURL,0.05
3361,noURL,0.05
3362,noURL,0.05
3363,noURL,0.05
3364,noURL,0.05
3365,noURL,0.05
3366,noURL,0.05
3367,noURL,0.05
3368,noURL,0.05
3369,noURL,0.05
3370,noURL,0.05
3371,noURL,0.05
3372,noURL,0.05
3373,noURL,0.05
3374,noURL,0.05
3375,noURL,0.05
3376,noURL,0.05
3377,noURL,0.05
3378,noURL,0.05
3379,noURL,0.05
3380,noURL,0.05
3381,noURL,0.1
3382,noURL,0.05
3383,noURL,0.05
3384,noURL,0.05
3385,noURL,0.85
3386,noURL,0.05
3387,noURL,0.85
3388,noURL,0.05
3389,noURL,0.05
3390,noURL,0.05
3391,noURL,0.05
3392,noURL,0.05
3393,noURL,0.05
3394,noURL,0.05
3395,noURL,0.05
3396,noURL,0.85
3397,noURL,0.85
3398,noURL,0.85
3399,noURL,0.05
3400,noURL,0.85
3401,noURL,0.85
3402,noURL,0.05
3403,noURL,0.05
3404,noURL,0.85
3405,noURL,0.05
3406,noURL,0.85
3407,noURL,0.05
3408,noURL,0.05
3409,noURL,0.1
3410,noURL,0.05
3411,noURL,0.05
3412,noURL,0.1
3413,noURL,0.1
3414,noURL,0.05
3415,noURL,0.05
3416,noURL,0.05
3417,noURL,0.05
3418,noURL,0.05
3419,noURL,0.05
3420,noURL,0.05
3421,noURL,0.1
3422,noURL,0.05
3423,noURL,0.05
3424,noURL,0.05
3425,noURL,0.05
3426,noURL,0.1
3427,noURL,0.05
3428,noURL,0.05
3429,noURL,0.05
3430,noURL,0.05
3431,noURL,0.05
3432,noURL,0.05
3433,noURL,0.05
3434,noURL,0.05
3435,noURL,0.0
3436,noURL,0.1
3437,noURL,0.05
3438,noURL,0.05
3439,noURL,0.0
3440,noURL,0.0
3441,noURL,0.05
3442,noURL,0.05
3443,noURL,0.05
3444,noURL,0.05
3445,noURL,0.05
3446,noURL,0.05
3447,noURL,0.05
3448,noURL,0.1
3449,noURL,0.05
3450,noURL,0.05
3451,noURL,0.05
3452,noURL,0.0
3453,noURL,0.05
3454,noURL,0.05
3455,noURL,0.05
3456,noURL,0.1
3457,noURL,0.05
3458,noURL,0.05
3459,noURL,0.05
3460,noURL,0.05
3461,noURL,0.05
3462,noURL,0.05
3463,noURL,0.05
3464,noURL,0.05
3465,noURL,0.0
3466,noURL,0.05
3467,noURL,0.05
3468,noURL,0.0
3469,noURL,0.05
3470,noURL,0.05
3471,noURL,0.05
3472,noURL,0.05
3473,noURL,0.05
3474,noURL,0.05
3475,noURL,0.1
3476,noURL,0.85
3477,noURL,0.05
3478,noURL,0.85
3479,noURL,0.05
3480,noURL,0.05
3481,noURL,0.05
3482,noURL,0.05
3483,noURL,0.05
3484,noURL,0.1
3485,noURL,0.05
3486,noURL,0.05
3487,noURL,0.1
3488,noURL,0.1
3489,noURL,0.0
3490,noURL,0.05
3491,noURL,0.05
3492,noURL,0.05
3493,noURL,0.05
3494,noURL,0.05
3495,noURL,0.1
3496,noURL,0.05
3497,noURL,0.05
3498,noURL,0.05
3499,noURL,0.05
3500,noURL,0.05
3501,noURL,0.05
3502,noURL,0.05
3503,noURL,0.05
3504,noURL,0.1
3505,noURL,0.1
3506,noURL,0.05
3507,noURL,0.05
3508,noURL,0.85
3509,noURL,0.95
3510,noURL,0.1
3511,noURL,0.1
3512,noURL,0.05
3513,noURL,0.1
3514,noURL,0.05
3515,noURL,0.05
3516,noURL,0.1
3517,noURL,0.05
3518,noURL,0.1
3519,noURL,0.05
3520,noURL,0.0
3521,noURL,0.05
3522,noURL,0.05
3523,noURL,0.05
3524,noURL,0.05
3525,noURL,0.05
3526,noURL,0.05
3527,noURL,0.05
3528,noURL,0.05
3529,noURL,0.05
3530,noURL,0.05
3531,noURL,0.05
3532,noURL,0.1
3533,noURL,0.1
3534,noURL,0.1
3535,noURL,0.1
3536,noURL,0.1
3537,noURL,0.1
3538,noURL,0.05
3539,noURL,0.1
3540,noURL,0.05
3541,noURL,0.05
3542,noURL,0.05
3543,noURL,0.05
3544,noURL,0.1
3545,noURL,0.05
3546,noURL,0.05
3547,noURL,0.1
3548,noURL,0.1
3549,noURL,0.05
3550,noURL,0.1
3551,noURL,0.1
3552,noURL,0.1
3553,noURL,0.05
3554,noURL,0.05
3555,noURL,0.1
3556,noURL,0.05
3557,noURL,0.05
3558,noURL,0.1
3559,noURL,0.05
3560,noURL,0.05
3561,noURL,0.05
3562,noURL,0.05
3563,noURL,0.05
3564,noURL,0.05
3565,noURL,0.05
3566,noURL,0.05
3567,noURL,0.05
3568,noURL,0.05
3569,noURL,0.05
3570,noURL,0.05
3571,noURL,0.05
3572,noURL,0.05
3573,noURL,0.05
3574,noURL,0.05
3575,noURL,0.05
3576,noURL,0.05
3577,noURL,0.05
3578,noURL,0.05
3579,noURL,0.05
3580,noURL,0.05
3581,noURL,0.05
3582,noURL,0.05
3583,noURL,0.05
3584,noURL,0.05
3585,noURL,0.05
3586,noURL,0.05
3587,noURL,0.05
3588,noURL,0.05
3589,noURL,0.05
3590,noURL,0.05
3591,noURL,0.05
3592,noURL,0.05
3593,noURL,0.05
3594,noURL,0.05
3595,noURL,0.05
3596,noURL,0.1
3597,noURL,0.1
3598,noURL,0.1
3599,noURL,0.1
3600,noURL,0.05
3601,noURL,0.05
3602,noURL,0.05
3603,noURL,0.05
3604,noURL,0.1
3605,noURL,0.05
3606,noURL,0.1
3607,noURL,0.1
3608,noURL,0.05
3609,noURL,0.05
3610,noURL,0.1
3611,noURL,0.1
3612,noURL,0.05
3613,noURL,0.05
3614,noURL,0.1
3615,noURL,0.1
3616,noURL,0.1
3617,noURL,0.05
3618,noURL,0.05
3619,noURL,0.05
3620,noURL,0.1
3621,noURL,0.1
3622,noURL,0.1
3623,noURL,0.05
3624,noURL,0.0
3625,noURL,0.05
3626,noURL,0.05
3627,noURL,0.0
3628,noURL,0.05
3629,noURL,0.05
3630,noURL,0.05
3631,noURL,0.05
3632,noURL,0.05
3633,noURL,0.05
3634,noURL,0.05
3635,noURL,0.05
3636,noURL,0.1
3637,noURL,0.85
3638,noURL,0.1
3639,noURL,0.05
3640,noURL,0.05
3641,noURL,0.05
3642,noURL,0.05
3643,noURL,0.05
3644,noURL,0.05
3645,noURL,0.1
3646,noURL,0.1
3647,noURL,0.05
3648,noURL,0.05
3649,noURL,0.85
3650,noURL,0.05
3651,noURL,0.0
3652,noURL,0.05
3653,noURL,0.95
3654,noURL,0.05
3655,noURL,0.05
3656,noURL,0.05
3657,noURL,0.0
3658,noURL,0.1
3659,noURL,0.05
3660,noURL,0.05
3661,noURL,0.05
3662,noURL,0.05
3663,noURL,0.05
3664,noURL,0.85
3665,noURL,0.05
3666,noURL,0.85
3667,noURL,0.05
3668,noURL,0.05
3669,noURL,0.05
3670,noURL,0.05
3671,noURL,0.05
3672,noURL,0.05
3673,noURL,0.05
3674,noURL,0.05
3675,noURL,0.05
3676,noURL,0.05
3677,noURL,0.0
3678,noURL,0.05
3679,noURL,0.0
3680,noURL,0.05
3681,noURL,0.05
3682,noURL,0.05
3683,noURL,0.05
3684,noURL,0.05
3685,noURL,0.1
3686,noURL,0.05
3687,noURL,0.0
3688,noURL,0.05
3689,noURL,0.05
3690,noURL,0.0
3691,noURL,0.05
3692,noURL,0.05
3693,noURL,0.1
3694,noURL,0.05
3695,noURL,0.1
3696,noURL,0.05
3697,noURL,0.05
3698,noURL,0.05
3699,noURL,0.0
3700,noURL,0.05
3701,noURL,0.05
3702,noURL,0.05
3703,noURL,0.05
3704,noURL,0.0
3705,noURL,0.05
3706,noURL,0.05
3707,noURL,0.05
3708,noURL,0.0
3709,noURL,0.1
3710,noURL,0.1
3711,noURL,0.05
3712,noURL,0.05
3713,noURL,0.1
3714,noURL,0.05
3715,noURL,0.05
3716,noURL,0.05
3717,noURL,0.05
3718,noURL,0.05
3719,noURL,0.05
3720,noURL,0.05
3721,noURL,0.05
3722,noURL,0.05
3723,noURL,0.0
3724,noURL,0.05
3725,noURL,0.0
3726,noURL,0.05
3727,noURL,0.05
3728,noURL,0.05
3729,noURL,0.0
3730,noURL,0.0
3731,noURL,0.05
3732,noURL,0.85
3733,noURL,0.05
3734,noURL,0.05
3735,noURL,0.05
3736,noURL,0.05
3737,noURL,0.0
3738,noURL,0.1
3739,noURL,0.0
3740,noURL,0.0
3741,noURL,0.0
3742,noURL,0.05
3743,noURL,0.05
3744,noURL,0.05
3745,noURL,0.0
3746,noURL,0.05
3747,noURL,0.05
3748,noURL,0.05
3749,noURL,0.0
3750,noURL,0.1
3751,noURL,0.05
3752,noURL,0.0
3753,noURL,0.05
3754,noURL,0.05
3755,noURL,0.05
3756,noURL,0.05
3757,noURL,0.0
3758,noURL,0.0
3759,noURL,0.05
3760,noURL,0.05
3761,noURL,0.05
3762,noURL,0.05
3763,noURL,0.85
3764,noURL,0.05
3765,noURL,0.05
3766,noURL,0.05
3767,noURL,0.05
3768,noURL,0.05
3769,noURL,0.05
3770,noURL,0.05
3771,noURL,0.05
3772,noURL,0.05
3773,noURL,0.05
3774,noURL,0.05
3775,noURL,0.05
3776,noURL,0.05
3777,noURL,0.05
3778,noURL,0.05
3779,noURL,0.05
3780,noURL,0.05
3781,noURL,0.05
3782,noURL,0.05
3783,noURL,0.05
3784,noURL,0.05
3785,noURL,0.05
3786,noURL,0.85
3787,noURL,0.1
3788,noURL,0.0
3789,noURL,0.1
3790,noURL,0.05
3791,noURL,0.85
3792,noURL,0.05
3793,noURL,0.1
3794,noURL,0.05
3795,noURL,0.05
3796,noURL,0.05
3797,noURL,0.1
3798,noURL,0.05
3799,noURL,0.1
3800,noURL,0.05
3801,noURL,0.05
3802,noURL,0.1
3803,noURL,0.05
3804,noURL,0.1
3805,noURL,0.05
3806,noURL,0.1
3807,noURL,0.05
3808,noURL,0.1
3809,noURL,0.1
3810,noURL,0.85
3811,noURL,0.1
3812,noURL,0.1
3813,noURL,0.1
3814,noURL,0.05
3815,noURL,0.1
3816,noURL,0.1
3817,noURL,0.05
3818,noURL,0.05
3819,noURL,0.1
3820,noURL,0.1
3821,noURL,0.05
3822,noURL,0.05
3823,noURL,0.1
3824,noURL,0.05
3825,noURL,0.1
3826,noURL,0.05
3827,noURL,0.1
3828,noURL,0.05
3829,noURL,0.1
3830,noURL,0.05
3831,noURL,0.05
3832,noURL,0.05
3833,noURL,0.1
3834,noURL,0.05
3835,noURL,0.1
3836,noURL,0.05
3837,noURL,0.05
3838,noURL,0.05
3839,noURL,0.1
3840,noURL,0.05
3841,noURL,0.05
3842,noURL,0.05
3843,noURL,0.1
3844,noURL,0.05
3845,noURL,0.05
3846,noURL,0.05
3847,noURL,0.05
3848,noURL,0.1
3849,noURL,0.05
3850,noURL,0.85
3851,noURL,0.05
3852,noURL,0.05
3853,noURL,0.0
3854,noURL,0.05
3855,noURL,0.05
3856,noURL,0.05
3857,noURL,0.05
3858,noURL,0.05
3859,noURL,0.05
3860,noURL,0.05
3861,noURL,0.05
3862,noURL,0.05
3863,noURL,0.05
3864,noURL,0.85
3865,noURL,0.05
3866,noURL,0.05
3867,noURL,0.05
3868,noURL,0.05
3869,noURL,0.05
3870,noURL,0.05
3871,noURL,0.05
3872,noURL,0.1
3873,noURL,0.05
3874,noURL,0.05
3875,noURL,0.05
3876,noURL,0.05
3877,noURL,0.1
3878,noURL,0.05
3879,noURL,0.1
3880,noURL,0.05
3881,noURL,0.05
3882,noURL,0.05
3883,noURL,0.05
3884,noURL,0.05
3885,noURL,0.05
3886,noURL,0.05
3887,noURL,0.05
3888,noURL,0.05
3889,noURL,0.05
3890,noURL,0.05
3891,noURL,0.05
3892,noURL,0.05
3893,noURL,0.05
3894,noURL,0.05
3895,noURL,0.05
3896,noURL,0.05
3897,noURL,0.05
3898,noURL,0.05
3899,noURL,0.0
3900,noURL,0.05
3901,noURL,0.05
3902,noURL,0.05
3903,noURL,0.05
3904,noURL,0.05
3905,noURL,0.05
3906,noURL,0.05
3907,noURL,0.05
3908,noURL,0.05
3909,noURL,0.05
3910,noURL,0.05
3911,noURL,0.1
3912,noURL,0.05
3913,noURL,0.1
3914,noURL,0.05
3915,noURL,0.1
3916,noURL,0.05
3917,noURL,0.0
3918,noURL,0.05
3919,noURL,0.05
3920,noURL,0.05
3921,noURL,0.05
3922,noURL,0.05
3923,noURL,0.0
3924,noURL,0.05
3925,noURL,0.05
3926,noURL,0.05
3927,noURL,0.0
3928,noURL,0.05
3929,noURL,0.05
3930,noURL,0.05
3931,noURL,0.0
3932,noURL,0.05
3933,noURL,0.0
3934,noURL,0.05
3935,noURL,0.0
3936,noURL,0.05
3937,noURL,0.05
3938,noURL,0.05
3939,noURL,0.05
3940,noURL,0.1
3941,noURL,0.05
3942,noURL,0.05
3943,noURL,0.05
3944,noURL,0.05
3945,noURL,0.05
3946,noURL,0.05
3947,noURL,0.05
3948,noURL,0.05
3949,noURL,0.05
3950,noURL,0.05
3951,noURL,0.05
3952,noURL,0.05
3953,noURL,0.05
3954,noURL,0.05
3955,noURL,0.05
3956,noURL,0.05
3957,noURL,0.05
3958,noURL,0.05
3959,noURL,0.05
3960,noURL,0.05
3961,noURL,0.85
3962,noURL,0.1
3963,noURL,0.05
3964,noURL,0.05
3965,noURL,0.0
3966,noURL,0.05
3967,noURL,0.05
3968,noURL,0.85
3969,noURL,0.05
3970,noURL,0.05
3971,noURL,0.05
3972,noURL,0.05
3973,noURL,0.1
3974,noURL,0.05
3975,noURL,0.05
3976,noURL,0.05
3977,noURL,0.1
3978,noURL,0.05
3979,noURL,0.05
3980,noURL,0.05
3981,noURL,0.1
3982,noURL,0.05
3983,noURL,0.05
3984,noURL,0.05
3985,noURL,0.05
3986,noURL,0.05
3987,noURL,0.05
3988,noURL,0.05
3989,noURL,0.05
3990,noURL,0.0
3991,noURL,0.05
3992,noURL,0.0
3993,noURL,0.0
3994,noURL,0.05
3995,noURL,0.0
3996,noURL,0.05
3997,noURL,0.05
3998,noURL,0.05
3999,noURL,0.05
0,URL_Q=100,0.05
1,URL_Q=100,0.0
2,URL_Q=100,0.05
3,URL_Q=100,0.05
4,URL_Q=100,0.05
5,URL_Q=100,0.05
6,URL_Q=100,0.05
7,URL_Q=100,0.05
8,URL_Q=100,0.05
9,URL_Q=100,0.05
10,URL_Q=100,0.05
11,URL_Q=100,0.05
12,URL_Q=100,0.05
13,URL_Q=100,0.05
14,URL_Q=100,0.05
15,URL_Q=100,0.05
16,URL_Q=100,0.05
17,URL_Q=100,0.05
18,URL_Q=100,0.1
19,URL_Q=100,0.05
20,URL_Q=100,0.05
21,URL_Q=100,0.05
22,URL_Q=100,0.05
23,URL_Q=100,0.05
24,URL_Q=100,0.05
25,URL_Q=100,0.0
26,URL_Q=100,0.05
27,URL_Q=100,0.05
28,URL_Q=100,0.0
29,URL_Q=100,0.05
30,URL_Q=100,0.0
31,URL_Q=100,0.05
32,URL_Q=100,0.05
33,URL_Q=100,0.05
34,URL_Q=100,0.05
35,URL_Q=100,1.0
36,URL_Q=100,0.05
37,URL_Q=100,0.05
38,URL_Q=100,0.05
39,URL_Q=100,0.05
40,URL_Q=100,0.05
41,URL_Q=100,0.05
42,URL_Q=100,0.05
43,URL_Q=100,0.05
44,URL_Q=100,0.05
45,URL_Q=100,0.05
46,URL_Q=100,0.05
47,URL_Q=100,0.05
48,URL_Q=100,0.05
49,URL_Q=100,0.05
50,URL_Q=100,0.05
51,URL_Q=100,0.05
52,URL_Q=100,0.05
53,URL_Q=100,0.05
54,URL_Q=100,0.05
55,URL_Q=100,0.05
56,URL_Q=100,0.05
57,URL_Q=100,0.05
58,URL_Q=100,0.05
59,URL_Q=100,0.05
60,URL_Q=100,0.05
61,URL_Q=100,0.05
62,URL_Q=100,0.05
63,URL_Q=100,0.05
64,URL_Q=100,0.05
65,URL_Q=100,0.05
66,URL_Q=100,0.05
67,URL_Q=100,0.05
68,URL_Q=100,0.05
69,URL_Q=100,0.05
70,URL_Q=100,0.05
71,URL_Q=100,0.05
72,URL_Q=100,0.05
73,URL_Q=100,0.05
74,URL_Q=100,0.05
75,URL_Q=100,0.05
76,URL_Q=100,0.05
77,URL_Q=100,0.05
78,URL_Q=100,0.05
79,URL_Q=100,0.05
80,URL_Q=100,0.05
81,URL_Q=100,0.05
82,URL_Q=100,0.05
83,URL_Q=100,0.05
84,URL_Q=100,0.05
85,URL_Q=100,0.05
86,URL_Q=100,0.05
87,URL_Q=100,0.05
88,URL_Q=100,0.05
89,URL_Q=100,0.05
90,URL_Q=100,0.0
91,URL_Q=100,0.05
92,URL_Q=100,0.05
93,URL_Q=100,0.05
94,URL_Q=100,0.05
95,URL_Q=100,0.05
96,URL_Q=100,0.05
97,URL_Q=100,0.05
98,URL_Q=100,0.05
99,URL_Q=100,0.05
100,URL_Q=100,0.05
101,URL_Q=100,0.05
102,URL_Q=100,0.05
103,URL_Q=100,0.05
104,URL_Q=100,0.05
105,URL_Q=100,0.05
106,URL_Q=100,0.05
107,URL_Q=100,0.05
108,URL_Q=100,0.05
109,URL_Q=100,0.05
110,URL_Q=100,0.05
111,URL_Q=100,0.05
112,URL_Q=100,0.05
113,URL_Q=100,0.05
114,URL_Q=100,0.05
115,URL_Q=100,0.05
116,URL_Q=100,0.05
117,URL_Q=100,0.05
118,URL_Q=100,0.05
119,URL_Q=100,0.05
120,URL_Q=100,0.05
121,URL_Q=100,0.05
122,URL_Q=100,0.05
123,URL_Q=100,0.05
124,URL_Q=100,0.05
125,URL_Q=100,0.05
126,URL_Q=100,0.05
127,URL_Q=100,0.05
128,URL_Q=100,0.05
129,URL_Q=100,0.05
130,URL_Q=100,0.05
131,URL_Q=100,0.05
132,URL_Q=100,0.05
133,URL_Q=100,0.05
134,URL_Q=100,0.05
135,URL_Q=100,0.05
136,URL_Q=100,0.05
137,URL_Q=100,0.05
138,URL_Q=100,0.05
139,URL_Q=100,0.05
140,URL_Q=100,0.05
141,URL_Q=100,0.05
142,URL_Q=100,0.05
143,URL_Q=100,0.05
144,URL_Q=100,0.05
145,URL_Q=100,0.05
146,URL_Q=100,0.05
147,URL_Q=100,0.0
148,URL_Q=100,0.05
149,URL_Q=100,0.05
150,URL_Q=100,0.05
151,URL_Q=100,0.05
152,URL_Q=100,0.05
153,URL_Q=100,0.05
154,URL_Q=100,0.05
155,URL_Q=100,0.05
156,URL_Q=100,0.05
157,URL_Q=100,0.05
158,URL_Q=100,0.05
159,URL_Q=100,0.05
160,URL_Q=100,0.05
161,URL_Q=100,0.05
162,URL_Q=100,0.05
163,URL_Q=100,0.05
164,URL_Q=100,0.05
165,URL_Q=100,0.05
166,URL_Q=100,0.05
167,URL_Q=100,0.05
168,URL_Q=100,0.05
169,URL_Q=100,0.05
170,URL_Q=100,0.05
171,URL_Q=100,0.05
172,URL_Q=100,0.05
173,URL_Q=100,0.05
174,URL_Q=100,0.05
175,URL_Q=100,0.05
176,URL_Q=100,0.05
177,URL_Q=100,0.05
178,URL_Q=100,0.05
179,URL_Q=100,0.05
180,URL_Q=100,0.05
181,URL_Q=100,0.05
182,URL_Q=100,0.05
183,URL_Q=100,0.05
184,URL_Q=100,0.05
185,URL_Q=100,0.05
186,URL_Q=100,0.05
187,URL_Q=100,0.05
188,URL_Q=100,0.05
189,URL_Q=100,0.05
190,URL_Q=100,0.05
191,URL_Q=100,0.05
192,URL_Q=100,0.05
193,URL_Q=100,0.05
194,URL_Q=100,0.05
195,URL_Q=100,0.05
196,URL_Q=100,0.05
197,URL_Q=100,0.05
198,URL_Q=100,0.05
199,URL_Q=100,0.05
200,URL_Q=100,0.05
201,URL_Q=100,0.05
202,URL_Q=100,0.05
203,URL_Q=100,0.05
204,URL_Q=100,0.05
205,URL_Q=100,0.05
206,URL_Q=100,0.05
207,URL_Q=100,0.05
208,URL_Q=100,0.05
209,URL_Q=100,0.05
210,URL_Q=100,0.05
211,URL_Q=100,0.05
212,URL_Q=100,0.05
213,URL_Q=100,0.05
214,URL_Q=100,0.05
215,URL_Q=100,0.05
216,URL_Q=100,0.05
217,URL_Q=100,0.05
218,URL_Q=100,0.05
219,URL_Q=100,0.05
220,URL_Q=100,0.05
221,URL_Q=100,0.05
222,URL_Q=100,0.05
223,URL_Q=100,0.05
224,URL_Q=100,0.05
225,URL_Q=100,0.05
226,URL_Q=100,0.05
227,URL_Q=100,0.05
228,URL_Q=100,0.05
229,URL_Q=100,0.05
230,URL_Q=100,0.05
231,URL_Q=100,0.05
232,URL_Q=100,0.05
233,URL_Q=100,0.05
234,URL_Q=100,0.05
235,URL_Q=100,0.05
236,URL_Q=100,0.05
237,URL_Q=100,0.05
238,URL_Q=100,0.05
239,URL_Q=100,0.05
240,URL_Q=100,0.05
241,URL_Q=100,0.05
242,URL_Q=100,0.05
243,URL_Q=100,0.05
244,URL_Q=100,0.05
245,URL_Q=100,0.05
246,URL_Q=100,0.05
247,URL_Q=100,0.05
248,URL_Q=100,0.05
249,URL_Q=100,0.05
250,URL_Q=100,0.05
251,URL_Q=100,0.05
252,URL_Q=100,0.05
253,URL_Q=100,0.05
254,URL_Q=100,0.05
255,URL_Q=100,0.05
256,URL_Q=100,0.05
257,URL_Q=100,0.05
258,URL_Q=100,0.05
259,URL_Q=100,0.05
260,URL_Q=100,0.05
261,URL_Q=100,0.1
262,URL_Q=100,0.05
263,URL_Q=100,0.05
264,URL_Q=100,0.05
265,URL_Q=100,0.05
266,URL_Q=100,0.05
267,URL_Q=100,0.05
268,URL_Q=100,0.05
269,URL_Q=100,0.05
270,URL_Q=100,0.05
271,URL_Q=100,0.05
272,URL_Q=100,0.05
273,URL_Q=100,0.05
274,URL_Q=100,0.05
275,URL_Q=100,0.05
276,URL_Q=100,0.05
277,URL_Q=100,0.05
278,URL_Q=100,0.05
279,URL_Q=100,0.05
280,URL_Q=100,0.05
281,URL_Q=100,0.85
282,URL_Q=100,0.05
283,URL_Q=100,0.05
284,URL_Q=100,0.05
285,URL_Q=100,0.05
286,URL_Q=100,0.05
287,URL_Q=100,0.05
288,URL_Q=100,0.05
289,URL_Q=100,0.05
290,URL_Q=100,0.05
291,URL_Q=100,0.05
292,URL_Q=100,0.05
293,URL_Q=100,0.05
294,URL_Q=100,0.05
295,URL_Q=100,0.05
296,URL_Q=100,0.05
297,URL_Q=100,0.05
298,URL_Q=100,0.05
299,URL_Q=100,0.05
300,URL_Q=100,0.05
301,URL_Q=100,0.05
302,URL_Q=100,0.05
303,URL_Q=100,0.05
304,URL_Q=100,0.05
305,URL_Q=100,0.05
306,URL_Q=100,0.05
307,URL_Q=100,0.05
308,URL_Q=100,0.05
309,URL_Q=100,0.05
310,URL_Q=100,0.05
311,URL_Q=100,0.05
312,URL_Q=100,0.05
313,URL_Q=100,0.05
314,URL_Q=100,0.0
315,URL_Q=100,0.05
316,URL_Q=100,1.0
317,URL_Q=100,0.05
318,URL_Q=100,0.05
319,URL_Q=100,0.0
320,URL_Q=100,0.05
321,URL_Q=100,0.05
322,URL_Q=100,0.05
323,URL_Q=100,0.05
324,URL_Q=100,0.05
325,URL_Q=100,0.05
326,URL_Q=100,0.05
327,URL_Q=100,0.05
328,URL_Q=100,0.05
329,URL_Q=100,0.05
330,URL_Q=100,0.05
331,URL_Q=100,0.05
332,URL_Q=100,0.05
333,URL_Q=100,0.05
334,URL_Q=100,0.05
335,URL_Q=100,0.05
336,URL_Q=100,0.05
337,URL_Q=100,0.05
338,URL_Q=100,0.05
